X,Y,OBJECTID,c_ord,arro,qua,xbis,ybis,num,let,typ_voie,lib_voie,seq,sit,type,codact,ens,bio,surf,cc_id,cc_niv,niv47,niv18,niv8,niv2
651791.048600003,6862991.778,1,1311,1,2,651792.34559045,6862995.56188898,25,,RUE,LOUVRE,2,A,C,CB107,Y'S,0,1,0,,10301,103,3,1
652152.0612,6862579.4083,2,1464,1,2,652152.0612,6862579.4083,1,,RUE,PIERRE LESCOT,118,CC,C,CC301,ALAIN AFFLELOU,0,1,1,-3,10403,104,3,1
651430.135700002,6862713.5604,4,1623,1,3,651430.1357,6862713.5604,196,,RUE,SAINT HONORE,1,R,C,CH106,ENZA FAMIGLIA,0,1,0,,11101,111,5,1
651133.490999997,6862931.9801,6,2087,1,3,651130.05321416,6862939.20378524,7,,RUE,ARGENTEUIL,3,R,C,SA202,JULIE BEAUTE,0,1,0,,10802,108,4,1
651124.613200001,6863065.8926,7,2157,1,3,651124.6132,6863065.8926,20,,RUE,PYRAMIDES,1,A,C,CD201,HOME AUTOUR DU MONDE,0,1,0,,10502,105,3,1
651177.353600003,6863106.2211,8,2174,1,3,651177.3536,6863106.2211,22,,AV,OPERA,1,R,C,CB202,FINSBURY,0,1,0,,10302,103,3,1
651287.740900002,6862999.0954,10,2194,1,3,651287.7409,6862999.0954,15,,RUE,MOLIERE,1,R,C,SA102,DIAMANT COUTURE,0,1,0,,10801,108,4,1
651221.599100001,6863215.3956,11,2310,1,3,651221.5991,6863215.3956,51,,RUE,PETITS CHAMPS,1,A,C,CC301,LARRY OPTICIENS,0,1,0,,10403,104,3,1
650988.616499998,6862949.2381,12,2405,1,3,650988.6165,6862949.2381,16,,RUE,SAINT ROCH,1,R,C,CB105,CIFONELLI,0,1,0,,10301,103,3,1
650959.5176,6863140.338,14,2522,1,4,650959.5176,6863140.338,14,,RUE,MARCHE SAINT HONORE,1,A,C,CH106,NOMAD'S,0,1,0,,11101,111,5,1
651045.025200002,6863251.712,15,2556,1,4,651045.0252,6863251.712,12,,RUE,GOMBOUST,1,R,C,CH103,KOOK IL KWAN,0,1,0,,11101,111,5,1
650811.746600002,6863123.1424,16,2620,1,4,650811.7466,6863123.1424,350,,RUE,SAINT HONORE,1,R,C,CB104,MAJE,0,1,0,,10301,103,3,1
650701.2601,6863200.0288,17,3031,1,4,650701.2601,6863200.0288,362,,RUE,SAINT HONORE,1,R,C,CB301,DARY'S,0,1,0,,10303,103,3,1
650963.284599997,6863510.1574,18,3182,2,5,650963.2846,6863510.1574,17,,RUE,PAIX,1,A,C,CB302,POIRAY,0,1,0,,10303,103,3,1
650988.853699997,6863504.1006,19,3216,2,5,650988.8537,6863504.1006,20,,RUE,PAIX,1,R,C,CB302,KORLOFF,0,1,0,,10303,103,3,1
650899.884800002,6863344.5707,20,3234,2,5,650903.24214165,6863342.39624443,30,,RUE,DANIELLE CASANOVA,2,R,C,CB302,FRERET ET ROY,0,1,0,,10303,103,3,1
651189.010499999,6863519.1839,22,3356,2,5,651185.16777073,6863520.29449972,29,,RUE,QUATRE SEPTEMBRE,2,R,C,CA111,LIQUOR’S,0,1,0,,10201,102,2,1
651119.567100003,6863453.2646,23,3360,2,5,651119.5671,6863453.2646,19,,RUE,ANTIN,1,R,C,CH103,GATT,0,1,0,,11101,111,5,1
651162.478399999,6863370.0445,25,3523,2,5,651161.13199108,6863366.27791228,14,,RUE,GAILLON,2,R,C,SA505,HIS,0,1,0,,10805,108,4,1
651239.360200003,6863223.7593,26,3551,2,5,651239.3602,6863223.7593,38,,RUE,PETITS CHAMPS,1,R,C,CH101,LA BELLE EPOQUE,0,1,0,,11101,111,5,1
651389.410899997,6863403.6974,27,3735,2,6,651389.4109,6863403.6974,9,,RUE,SAINT AUGUSTIN,1,R,C,CH108,RANI MAHAL,0,1,0,,11101,111,5,1
651474.817699999,6863422.3695,28,3760,2,6,651476.08029625,6863426.16500401,77,,RUE,RICHELIEU,2,R,C,CE301,JEAN VINCHON NUMISMATIQUE,0,1,0,,10603,106,3,1
651598.756899998,6863578.2671,30,4067,2,6,651594.80114665,6863578.86040887,19,,RUE,SAINT MARC,2,R,C,CD203,CAT'LAINE,0,1,0,,10502,105,3,1
651466.166699998,6863356.7635,32,4225,2,6,651464.85716869,6863352.98393286,60,,RUE,RICHELIEU,2,R,C,CB304,ATELIER PAULIN,0,1,0,,10303,103,3,1
651642.219999999,6863108.3243,33,4242,2,6,651642.22,6863108.3243,6,B,RUE,PETITS PERES,1,R,C,CA106,DAMMANN FRERES,0,1,0,,10201,102,2,1
651784.080600001,6863510.8194,36,4388,2,7,651784.0806,6863510.8194,135,,RUE,MONTMARTRE,1,A,C,CH303,SOUP & JUICE,0,1,0,,11103,111,5,1
651939.427299999,6863044.895,39,4696,2,7,651939.4273,6863044.895,64,,RUE,MONTMARTRE,1,R,C,CH303,ELGI,0,1,0,,11103,111,5,1
651932.396899998,6863198.504,40,4785,2,7,651932.3969,6863198.504,32,,RUE,ABOUKIR,1,R,C,SA202,BODY MINUTE,0,1,0,,10802,108,4,1
652315.717200004,6863537.1495,42,5107,2,8,652315.7172,6863537.1495,21,,BD,BONNE NOUVELLE,1,R,C,CH201,CO MY,0,1,0,,11102,111,5,1
652159.908399999,6863417.7095,43,5190,2,8,652159.9084,6863417.7095,12,,RUE,POISSONNIERE,1,R,C,SA105,LAV & GO,0,1,0,,10801,108,4,1
652254.225000001,6863392.3164,45,5231,2,8,652250.60926694,6863390.60570587,66,,RUE,CLERY,2,R,C,SB302,CINQ ETOILES EXPRESS,0,1,0,,10903,109,4,1
652341.924400002,6863365.1178,47,5363,2,8,652345.63051451,6863366.62269708,7,,RUE,SAINTE FOY,2,R,C,SA102,JULIA,0,1,0,,10801,108,4,1
652336.796700001,6862926.0949,51,5994,2,8,652336.7967,6862926.0949,120,,RUE,SAINT DENIS,6,CC,C,CH403,LES CARIATIDES,0,1,16,0,11104,111,5,1
652707.610799998,6863388.252,53,6292,3,9,652707.6108,6863388.252,359,,RUE,SAINT MARTIN,1,A,C,CA103,BO & MIE,0,1,0,,10201,102,2,1
652670.495899998,6863362.6945,54,6295,3,9,652674.33492522,6863361.57116327,6,,RUE,BLONDEL,2,R,C,CH104,DJOLIBA,0,1,0,,11101,111,5,1
652672.383699998,6863381.2275,55,6302,3,9,652668.56715642,6863382.42499533,5,,RUE,SAINTE APOLLINE,2,R,C,CH105,ATTIEKE IVOIRE,0,1,0,,11101,111,5,1
652722.494800001,6863278.1173,56,6533,3,9,652714.67253428,6863279.79424932,65,,RUE,NOTRE DAME DE NAZARETH,3,R,C,CE302,VITRINE 65,0,1,0,,10603,106,3,1
652704.092,6863311.33,58,6639,3,9,652704.092,6863311.33,318,,RUE,SAINT MARTIN,1,R,C,SB101,SBM IMMOBILIER,0,1,0,,10901,109,4,1
653104.463799998,6863301.5973,59,6717,3,9,653100.56166178,6863302.47668461,13,,BD,SAINT MARTIN,2,R,C,CH303,HAK YOLU,0,1,0,,11103,111,5,1
653211.812700003,6863192.3392,60,6840,3,9,653215.24460106,6863194.39396401,203,,RUE,TEMPLE,2,R,C,CH202,TABAC DU TEMPLE,0,1,0,,11102,111,5,1
652940.614299998,6863066.534,62,6956,3,9,652936.83177125,6863065.23304794,60,,RUE,TURBIGO,2,R,C,CA301,TURBIGO MARKET,0,1,0,,10202,102,2,1
652663.851300001,6862959.28,64,7088,3,9,652660.04129127,6862960.49812704,55,,RUE,MAIRE,2,R,C,CH103,RESTAURANT PAN VIET,0,1,0,,11101,111,5,1
652779.743000001,6862922.2991,65,7189,3,9,652775.84741276,6862923.20706477,21,,RUE,MAIRE,2,R,C,CA102,TRAITEUR CHINOIS IMPERIAL AU MAIRE,0,1,0,,10201,102,2,1
653314.693599999,6862582.7724,66,7467,3,10,653317.80920129,6862585.28099096,129,,RUE,VIEILLE DU TEMPLE,2,R,C,CB202,ROYALCHEESE,0,1,0,,10302,103,3,1
653319.375200003,6862827.6054,67,7556,3,10,653316.94736106,6862824.42646966,62,,RUE,CHARLOT,2,R,C,CE302,JACQUES LEVY,0,1,0,,10603,106,3,1
653347.310999997,6862819.5193,68,7573,3,10,653347.311,6862819.5193,10,,RUE,NORMANDIE,1,R,C,CB109,SECOND SEASON ,0,1,0,,10301,103,3,1
653227.836300001,6862745.7789,69,7626,3,10,653230.99692057,6862743.32727246,38,,RUE,BRETAGNE,2,R,C,CA104,SCOOP ME A COOKIE,0,1,0,,10201,102,2,1
653125.830600001,6862992.3245,70,7676,3,10,653125.8306,6862992.3245,3,,RUE,PAUL DUBOIS,1,R,C,CB109,PLAISIR PALACE,0,1,0,,10301,103,3,1
653344.0348,6863147.5662,73,7846,3,10,653338.09899384,6863152.92961358,9,,PL,REPUBLIQUE,3,R,C,CH201,CAFE REPUBLIQUE,0,1,0,,11102,111,5,1
653409.585199997,6862825.2798,75,7932,3,10,653409.5852,6862825.2798,62,,RUE,SAINTONGE,1,R,C,SA203,NAIL COLOR,0,1,0,,10802,108,4,1
653397.773800001,6862759.8549,76,7979,3,10,653397.7738,6862759.8549,114,,RUE,TURENNE,1,CI,C,CB107,STOCK B,0,1,0,,10301,103,3,1
653517.585299999,6862662.8889,77,7998,3,10,653520.91930114,6862665.0989761,19,,RUE,COMMINES,2,R,C,CB105,SEAGALE,0,1,0,,10301,103,3,1
653517.410099998,6862649.1996,78,8030,3,10,653507.38271286,6862642.60782428,18,,RUE,COMMINES,4,R,C,SA105,SBS,0,1,0,,10801,108,4,1
653482.170900002,6862411.6771,79,8196,3,11,653482.1709,6862411.6771,7,,RUE,SAINT CLAUDE,1,R,C,CE302,FLAC GALERIE ALAIN GUTHARC,0,1,0,,10603,106,3,1
653575.634999998,6862209.9947,80,8252,3,11,653575.635,6862209.9947,82,,RUE,TOURNELLES,1,R,C,CB109,FABRI AND CO,0,1,0,,10301,103,3,1
653614.939099997,6862133.6438,81,8288,3,11,653614.9391,6862133.6438,63,,BD,BEAUMARCHAIS,1,A,C,CH202,BAR’EN,0,1,0,,11102,111,5,1
653359.221900001,6862094.5499,82,8368,3,11,653359.33219096,6862098.5483792,39,,RUE,TURENNE,2,R,C,SB101,VANEAU,0,1,0,,10901,109,4,1
653364.444200002,6862236.8689,83,8477,3,11,653364.55867792,6862240.86726151,53,,RUE,TURENNE,2,R,C,SB101,COLLET,0,1,0,,10901,109,4,1
653106.3847,6862554.0925,85,8603,3,11,653106.3847,6862554.0925,8,,RUE,CHARLOT,1,CI,C,CE302,RUTTKOWSKI 68,0,1,0,,10603,106,3,1
652725.9586,6862473.7154,86,8727,3,12,652736.65827328,6862468.28244576,14,,RUE,RAMBUTEAU,4,R,C,CA111,LE REPAIRE DE BACCHUS,0,1,0,,10201,102,2,1
652663.181100003,6862778.4553,87,8865,3,12,652661.83206128,6862774.68965337,62,,RUE,BEAUBOURG,2,R,C,SA407,HINT HUNT,0,1,0,,10804,108,4,1
652639.123199999,6862906.7916,88,9100,3,12,652639.1232,6862906.7916,67,,RUE,GRAVILLIERS,1,R,C,CH403,LA TRINQUETTE BAR A VINS,0,1,0,,11104,111,5,1
652732.359300002,6862314.0736,89,9510,4,13,652734.57228468,6862317.40567125,27,,RUE,ARCHIVES,2,R,C,CA302,CARREFOUR EXPRESS,0,1,0,,10202,102,2,1
652358.152000003,6862396.091,90,9667,4,13,652358.152,6862396.091,91,,RUE,SAINT MARTIN,1,R,C,CH106,AL SOLITO POSTO,0,1,0,,11101,111,5,1
652901.046099998,6861944.3946,92,10008,4,14,652897.28376092,6861945.75283586,13,,RUE,RIVOLI,2,R,C,SB204,CHANGE,0,1,0,,10902,109,4,1
653156.741599999,6861682.1988,93,10107,4,14,653156.7416,6861682.1988,21,,RUE,SAINT PAUL,1,R,C,CD401,MONDE SECRET,0,1,0,,10504,105,3,1
652747.830600001,6862085.8868,94,10395,4,14,652747.8306,6862085.8868,12,,RUE,BOURG TIBOURG,1,R,C,CH107,BOCAMEXA,0,1,0,,11101,111,5,1
653229.325900003,6861893.0019,95,10706,4,14,653229.3259,6861893.0019,1,,PL,MARCHE SAINTE CATHERINE,1,R,C,CH403,LE DOUBLE FOND,0,1,0,,11104,111,5,1
653255.944600001,6861934.3791,96,10752,4,14,653255.9446,6861934.3791,6,,RUE,JARENTE,1,R,C,CH101,LES BOUGRESSES,0,1,0,,11101,111,5,1
653597.743699998,6861632.3162,97,10890,4,15,653597.7437,6861632.3162,12,,RUE,JACQUES COEUR,1,R,C,SA201,ALEXY HAIR,0,1,0,,10802,108,4,1
653551.273400001,6861555.0771,98,11128,4,15,653551.2734,6861555.0771,42,,BD,HENRI IV,1,R,C,SA201,BIOCOIFF',1,1,0,,10802,108,4,1
653522.559199996,6861509.2489,99,11135,4,15,653522.5592,6861509.2489,2,,RUE,LESDIGUIERES,1,R,C,CB107,MAEUM,0,1,0,,10301,103,3,1
653403.384099998,6861786.0732,100,11205,4,15,653403.3841,6861786.0732,5,,RUE,BIRAGUE,1,R,C,CB304,UBU,0,1,0,,10303,103,3,1
653387.555500001,6861747.5822,101,11257,4,15,653387.5555,6861747.5822,38,,RUE,SAINT ANTOINE,1,A,C,CB201,JONAK,0,1,0,,10302,103,3,1
653572.996399999,6861735.0387,102,11282,4,15,653572.9964,6861735.0387,3,,RUE,TOURNELLES,1,R,C,CH403,LES AMOUREUSES,0,1,0,,11104,111,5,1
652574.980999999,6861629.1672,104,11446,4,16,652574.981,6861629.1672,6,,RUE,JEAN DU BELLAY,1,R,C,CD401,ANTIQUITES,0,1,0,,10504,105,3,1
652650.287299998,6861571.1657,105,11469,4,16,652650.2873,6861571.1657,63,,RUE,SAINT LOUIS EN L ILE,1,A,C,CA106,NOIR,0,1,0,,10201,102,2,1
652229.516099997,6861367.9838,106,11614,5,17,652229.5161,6861367.9838,23,,RUE,FREDERIC SAUTON,1,R,C,CH101,LA GRANGE AUX CANARD,0,1,0,,11101,111,5,1
652488.034400001,6861328.9199,108,11709,5,17,652491.64052217,6861327.18903811,8,,RUE,COCHIN,2,R,C,SA203,ONGLES RI,0,1,0,,10802,108,4,1
652462.6052,6861303.2614,109,11728,5,17,652459.15103238,6861296.04553373,7,,RUE,PONTOISE,3,R,C,SA301,NEOLDIE,0,1,0,,10803,108,4,1
652548.342699997,6861304.3401,110,11744,5,17,652546.60051817,6861300.73943305,3,,RUE,POISSY,2,R,C,CH501,LA MAIN AU PANIER,0,1,0,,11105,111,5,1
652669.880900003,6861218.7283,111,11783,5,17,652665.88810729,6861218.96831322,7,,BD,SAINT GERMAIN,2,R,C,CF101,LA QUINCAILLERIE.COM,0,1,0,,10701,107,3,1
652219.313299999,6861149.8785,112,11906,5,17,652223.01836262,6861148.37101501,18,,RUE,ECOLES,2,R,C,CE201,AU VIEUX CAMPEUR,0,1,0,,10602,106,3,1
652219.096100003,6861224.4566,113,11924,5,17,652217.84211854,6861220.65824108,5,,RUE,MONTAGNE SAINTE GENEVIEVE,2,R,C,CH101,LA PIE NOIR,0,1,0,,11101,111,5,1
652389.887400001,6861004.7602,114,11978,5,17,652389.8874,6861004.7602,25,,RUE,MONGE,1,A,C,SB201,CREDIT MUTUEL,0,1,0,,10902,109,4,1
652530.7051,6860666.9742,115,12125,5,17,652530.7051,6860666.9742,9,,RUE,NAVARRE,1,R,C,CH103,LE MEKONG,0,1,0,,11101,111,5,1
652443.137000002,6860865.0467,116,12178,5,17,652443.137,6860865.0467,33,,RUE,MONGE,1,R,C,CA109,BOUCHERIE DES ARENES,0,1,0,,10201,102,2,1
652554.245499998,6860593.4471,118,12510,5,18,652554.2455,6860593.4471,9,,RUE,LACEPEDE,1,R,C,CH107,EL PICAFLOR,0,1,0,,11101,111,5,1
652320.221199997,6860238.0934,120,12754,5,18,652316.23636046,6860237.74547213,1,,RUE,ARBALETE,2,R,C,CH105,LES SAVEURS D'ABYSSINIE,0,1,0,,11101,111,5,1
652279.9516,6860205.7682,121,12765,5,18,652279.9516,6860205.7682,127,,RUE,MOUFFETARD,1,A,C,CH107,BOCAMEXA,0,1,0,,11101,111,5,1
652388.737099998,6860192.9705,122,12779,5,18,652388.7371,6860192.9705,104,,RUE,MONGE,1,A,C,CF201,MONCEAU FLEURS,0,1,0,,10702,107,3,1
652042.872199997,6862332.0007,123,405,1,2,652042.8722,6862332.0007,112,,RUE,RIVOLI,1,A,C,CC301,LISSAC OPTICIEN,0,3,0,,10403,104,3,1
652406.550099999,6860271.8922,124,12789,5,18,652408.75493634,6860275.22966861,96,,RUE,MONGE,2,R,C,CC101,LAXAN,0,1,0,,10401,104,3,1
652282.25,6860436.7819,125,12835,5,18,652282.06715357,6860432.78608129,73,,RUE,MOUFFETARD,2,R,C,CH303,DOSE DEALER DE CAFE,0,1,0,,11103,111,5,1
652265.670500003,6860555.3019,126,12888,5,18,652265.6705,6860555.3019,55,,RUE,MOUFFETARD,1,A,C,CE101,L'ARBRE DU VOYAGEUR,0,1,0,,10601,106,3,1
652274.221100003,6860129.3028,127,13130,5,19,652274.2211,6860129.3028,142,,RUE,MOUFFETARD,1,A,C,CA108,AU BON JARDINIER,0,1,0,,10201,102,2,1
652229.3292,6859934.5087,128,13157,5,19,652230.51469941,6859938.32898679,26,,RUE,PASCAL,2,R,C,SA201,SOLIVANS HAIR,0,1,0,,10802,108,4,1
651461.388599999,6860522.8305,131,13421,5,19,651461.3886,6860522.8305,121,,BD,SAINT MICHEL,1,R,C,CA302,FRANPRIX,0,1,0,,10202,102,2,1
651748.731899999,6860799.1445,133,13585,5,19,651748.7319,6860799.1445,210,,RUE,SAINT JACQUES,1,R,C,CH103,BOBUN 210,0,1,0,,11101,111,5,1
651788.289700001,6860920.2918,135,13727,5,20,651788.2897,6860920.2918,174,,RUE,SAINT JACQUES,1,R,C,CE202,FITNESS BOUTIQUE,0,1,0,,10602,106,3,1
651788.289700001,6860920.2918,136,13728,5,20,651789.59395265,6860924.07319194,174,,RUE,SAINT JACQUES,2,R,C,CA111,LES CAVES DU PANTHEON,0,1,0,,10201,102,2,1
652159.502499998,6860970.0749,137,13818,5,20,652158.45306914,6860966.21501725,47,,RUE,MONTAGNE SAINTE GENEVIEVE,2,R,C,CE405,LA DAME BLANCHE,0,1,0,,10604,106,3,1
652078.362199999,6860943.306,138,13831,5,20,652078.3622,6860943.306,6,,PL,PANTHEON,1,R,C,CA107,PICARD,0,1,0,,10201,102,2,1
652069.902199998,6861377.0831,139,14231,5,20,652069.9022,6861377.0831,74,,BD,SAINT GERMAIN,1,R,C,SA201,JOEL DESSAULT,0,1,0,,10802,108,4,1
651916.1241,6861636.4809,140,14357,5,20,651916.1241,6861636.4809,3,,RUE,HARPE,1,R,C,CH106,LES BALKANS,0,1,0,,11101,111,5,1
652029.281400003,6861617.3198,141,14391,5,20,652029.2814,6861617.3198,7,,RUE,HUCHETTE,1,R,C,CE504,*** NON RENSEIGNE ***,0,1,0,,10605,106,3,1
651906.782899998,6861474.4437,142,14440,5,20,651906.7829,6861474.4437,8,,RUE,BOUTEBRIE,1,R,C,CH101,GRAINS NOBLES,0,1,0,,11101,111,5,1
651913.015000001,6861511.9616,143,14467,5,20,651913.015,6861511.9616,24,,RUE,PARCHEMINERIE,1,R,C,CH101,HEUREUX COMME ALEXANDRE,0,1,0,,11101,111,5,1
651782.435400002,6861673.7923,144,14550,6,21,651782.4354,6861673.7923,22,,RUE,SAINT ANDRE DES ARTS,1,R,C,CE501,TABAC SAINT-MICHEL,0,1,0,,10605,106,3,1
651655.672799997,6861690.6497,145,14628,6,21,651659.62333482,6861690.02258386,42,,RUE,SAINT ANDRE DES ARTS,2,R,C,CB205,SAM,0,1,0,,10302,103,3,1
651582.687899999,6861804.2381,147,14681,6,21,651582.6879,6861804.2381,4,,RUE,CHRISTINE,1,R,C,SA408,STUDIOS CHRISTINE,0,1,0,,10804,108,4,1
651626.409199998,6861830.6631,148,14698,6,21,651626.4092,6861830.6631,1,,RUE,PONT DE LODI,1,A,C,CH101,RELAIS LOUIS 13,0,1,0,,11101,111,5,1
651584.968199998,6861975.501,149,14721,6,21,651582.0566299,6861978.24376495,1,,QU,CONTI,2,A,C,CD103,ETAT DE SIEGE,0,1,0,,10501,105,3,1
651530.103100002,6861986.9609,150,14767,6,21,651530.1031,6861986.9609,9,,RUE,GUENEGAUD,1,R,C,CE105,QUIZ ROOM,0,1,0,,10601,106,3,1
651410.124600001,6861911.7136,151,14833,6,21,651410.1246,6861911.7136,15,,RUE,MAZARINE,1,A,C,CH402,LE BALTO,0,1,0,,11104,111,5,1
651412.367899999,6861677.859,152,14913,6,21,651412.3679,6861677.859,10,,RUE,GREGOIRE DE TOURS,1,R,C,CH101,LA CITROUILLE,0,1,0,,11101,111,5,1
651486.142999999,6861618.6951,153,15005,6,21,651486.143,6861618.6951,19,,RUE,ANCIENNE COMEDIE,1,R,C,CB107,LA PISCINE,0,1,0,,10301,103,3,1
651809.7566,6861618.7456,154,15075,6,21,651809.7566,6861618.7456,1,,RUE,HAUTEFEUILLE,1,A,C,CH103,HONG KONG,0,1,0,,11101,111,5,1
651385.588,6861561.0023,155,15546,6,22,651385.588,6861561.0023,36,,RUE,GREGOIRE DE TOURS,1,R,C,CH106,CASA BINI,0,1,0,,11101,111,5,1
651359.804300003,6861523.7108,156,15569,6,22,651360.17913753,6861511.71665573,95,,RUE,SEINE,4,A,C,CA106,JUGET SUDO,0,1,0,,10201,102,2,1
651231.341200002,6861486.0601,157,15587,6,22,651231.65573304,6861482.07248555,5,,RUE,MABILLON,2,R,C,SA505,KUONI,0,1,0,,10805,108,4,1
651251.515799999,6861634.6946,158,15674,6,22,651251.5158,6861634.6946,1,,RUE,FOUR,1,A,C,CB107,JOTT,0,1,0,,10301,103,3,1
651083.741899997,6861599.507,159,15808,6,22,651083.7419,6861599.507,33,,RUE,FOUR,1,R,C,CB104,BELAIR,0,1,0,,10301,103,3,1
650945.212499999,6861512.4795,162,15970,6,23,650945.2125,6861512.4795,63,,RUE,RENNES,1,R,C,CB104,WEEK END MAX MARA,0,1,0,,10301,103,3,1
650821.474699996,6861051.4982,163,16080,6,23,650821.4747,6861051.4982,27,,RUE,ASSAS,1,R,C,CC202,L'HERBE A SAVON,1,1,0,,10402,104,3,1
650694.270999998,6861104.8614,164,16116,6,23,650694.271,6861104.8614,117,,RUE,RENNES,1,R,C,CC301,ACUITIS,0,1,0,,10403,104,3,1
651067.062799998,6860629.0651,166,16185,6,23,651067.0628,6860629.0651,90,,RUE,ASSAS,1,R,C,CH101,GALLERY,0,1,0,,11101,111,5,1
650769.954700001,6860654.9383,167,16373,6,23,650769.9547,6860654.9383,131,,BD,RASPAIL,1,R,C,SB101,CENTURY 21,0,1,0,,10901,109,4,1
650679.640699998,6860973.5914,168,16518,6,23,650679.6407,6860973.5914,88,,BD,RASPAIL,1,R,C,CB301,MAISON GABRIEL,0,1,0,,10303,103,3,1
650546.905599996,6861056.2101,169,16653,6,23,650545.39035927,6861059.91199756,52,,RUE,SAINT PLACIDE,2,R,C,CB202,RUDY'S,0,1,0,,10302,103,3,1
650409.8376,6861124.2004,170,16673,6,23,650409.8376,6861124.2004,63,,RUE,CHERCHE MIDI,1,R,C,CF103,CODIMAT,0,1,0,,10701,107,3,1
650144.383599997,6860914.7041,171,16815,6,23,650144.3836,6860914.7041,105,,RUE,CHERCHE MIDI,1,R,C,CH106,MIMI,0,1,0,,11101,111,5,1
650129.205799997,6860793.6606,172,16843,6,23,650129.2058,6860793.6606,132,,RUE,VAUGIRARD,1,R,C,CH502,PIZZA GIRL,0,1,0,,11105,111,5,1
650413.064000003,6861146.3008,173,16947,6,23,650416.13400368,6861148.86499137,68,,RUE,CHERCHE MIDI,2,R,C,SA517,LES BRODEUSES,0,1,0,,10805,108,4,1
650437.702200003,6861309.4502,174,17074,6,23,650440.08541817,6861306.23768211,3,B,RUE,SAINT PLACIDE,2,R,C,CA105,YVES THURIES,0,1,0,,10201,102,2,1
650485.928499997,6861306.6073,175,17101,6,23,650485.9285,6861306.6073,7,,RUE,DUPIN,1,R,C,CH103,PHO DUPIN,0,1,0,,11101,111,5,1
650689.520400003,6861390.7938,176,17213,6,23,650689.5204,6861390.7938,22,,RUE,CHERCHE MIDI,1,R,C,CH106,LE CHERCHE MIDI,0,1,0,,11101,111,5,1
650755.585100003,6861437.2459,177,17252,6,23,650752.9698324,6861434.2192888,15,,RUE,CHERCHE MIDI,2,R,C,CB104,LE CIVETTE,0,1,0,,10301,103,3,1
650815.217200004,6861666.1464,178,17443,6,24,650815.2172,6861666.1464,71,,RUE,SAINTS PERES,1,R,C,CB104,SCAPA,0,1,0,,10301,103,3,1
651134.669699997,6861678.1906,179,17530,6,24,651134.6697,6861678.1906,2,,RUE,CISEAUX,1,R,C,CH103,TSUKIZI,0,1,0,,11101,111,5,1
651225.341399997,6861663.547,180,17565,6,24,651225.3414,6861663.547,133,,BD,SAINT GERMAIN,1,A,C,SB201,BNP PARIBAS,0,1,0,,10902,109,4,1
651073.808200002,6861947.1431,181,17665,6,24,651073.8082,6861947.1431,35,,RUE,JACOB,1,R,C,CH101,AU 35 RUE JACOB,0,1,0,,11101,111,5,1
650955.486900002,6861798.2417,182,17684,6,24,650955.4869,6861798.2417,180,,BD,SAINT GERMAIN,1,R,C,CB107,JOTT,0,1,0,,10301,103,3,1
651105.749200001,6861845.3385,183,17699,6,24,651105.7492,6861845.3385,40,,RUE,BONAPARTE,1,R,C,CD102,VOLEVATCH,0,1,0,,10501,105,3,1
651216.572800003,6861777.2035,184,17716,6,24,651220.33061426,6861775.83279508,6,B,RUE,ABBAYE,2,R,C,SA302,ARTE,0,1,0,,10803,108,4,1
651331.912699997,6861893.7382,185,17804,6,24,651331.9127,6861893.7382,36,,RUE,SEINE,1,R,C,CE302,LANSBERG,0,1,0,,10603,106,3,1
650845.835100003,6862307.1147,186,17947,7,25,650845.8351,6862307.1147,3,,RUE,BEAUNE,1,R,C,CE302,CHAMPAGNE-HARDY,0,1,0,,10603,106,3,1
650930.530000001,6862206.1647,187,18006,7,25,650926.87923351,6862207.79929599,13,,RUE,LILLE,2,R,C,CD401,ALAIN FRADIN,0,1,0,,10504,105,3,1
650952.257100001,6862029.3939,188,18042,7,25,650952.2571,6862029.3939,2,,RUE,UNIVERSITE,1,A,C,CH201,GALETTE CAFE,0,1,0,,11102,111,5,1
650767.547300003,6862293.7044,189,18097,7,25,650767.5473,6862293.7044,50,,RUE,LILLE,1,R,C,CD401,ARTS DE L'ANCIEN JAPON,0,1,0,,10504,105,3,1
650585.3772,6862016.9895,190,18283,7,25,650582.41585839,6862014.3005493,45,,RUE,BAC,2,R,C,CD102,PORCELANOSA,0,1,0,,10501,105,3,1
650357.4573,6861494.542,191,18786,7,25,650357.4573,6861494.542,130,,RUE,BAC,1,R,C,CE102,BOOKBINDERS DESIGN,0,1,0,,10601,106,3,1
650085.164999999,6861351.7308,192,18802,7,25,650085.165,6861351.7308,59,,RUE,VANEAU,1,R,C,SA101,MISTER MINIT,0,1,0,,10801,108,4,1
651923.1844,6862391.7753,193,468,1,2,651923.1844,6862391.7753,128,,RUE,RIVOLI,1,A,C,CB104,MONKI,0,2,0,,10301,103,3,1
649093.634800002,6862156.0391,194,19555,7,28,649093.6348,6862156.0391,29,,RUE,CLER,1,R,C,CH201,LE PETIT CLER,0,1,0,,11102,111,5,1
649127.504000001,6861916.924,195,19620,7,28,649130.29115844,6861919.79310227,34,,AV,LA MOTTE PICQUET,2,R,C,CC202,MARIONNAUD,0,1,0,,10402,104,3,1
649335.1096,6862433.0501,198,19889,7,28,649335.1096,6862433.0501,54,,RUE,SAINT DOMINIQUE,1,A,C,CH201,AU CANON DES INVALIDES,0,1,0,,11102,111,5,1
